STATISTIC,STATISTIC Label,TLIST(M1),Month,C02071V02502,Selected Base Reference Period,UNIT,VALUE
CPM02,Consumer Price Index,195508,1955 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195508,1955 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,1,Base July 1914=100,Base = 100,409.5
CPM02,Consumer Price Index,195509,1955 September,2,Base August 1947=100,Base = 100,128.4
CPM02,Consumer Price Index,195509,1955 September,3,Base August 1953=100,Base = 100,102.7
CPM02,Consumer Price Index,195509,1955 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195509,1955 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,1,Base July 1914=100,Base = 100,418.7
CPM02,Consumer Price Index,195510,1955 October,2,Base August 1947=100,Base = 100,131.2
CPM02,Consumer Price Index,195510,1955 October,3,Base August 1953=100,Base = 100,105
CPM02,Consumer Price Index,195510,1955 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195510,1955 October,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,1,Base July 1914=100,Base = 100,418.7
CPM02,Consumer Price Index,195511,1955 November,2,Base August 1947=100,Base = 100,131.2
CPM02,Consumer Price Index,195511,1955 November,3,Base August 1953=100,Base = 100,105
CPM02,Consumer Price Index,195511,1955 November,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195511,1955 November,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,1,Base July 1914=100,Base = 100,418.7
CPM02,Consumer Price Index,195512,1955 December,2,Base August 1947=100,Base = 100,131.2
CPM02,Consumer Price Index,195512,1955 December,3,Base August 1953=100,Base = 100,105
CPM02,Consumer Price Index,195512,1955 December,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195512,1955 December,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,1,Base July 1914=100,Base = 100,420.7
CPM02,Consumer Price Index,195601,1956 January,2,Base August 1947=100,Base = 100,131.9
CPM02,Consumer Price Index,195601,1956 January,3,Base August 1953=100,Base = 100,105.5
CPM02,Consumer Price Index,195601,1956 January,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195601,1956 January,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,1,Base July 1914=100,Base = 100,420.7
CPM02,Consumer Price Index,195602,1956 February,2,Base August 1947=100,Base = 100,131.9
CPM02,Consumer Price Index,195602,1956 February,3,Base August 1953=100,Base = 100,105.5
CPM02,Consumer Price Index,195602,1956 February,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195602,1956 February,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,1,Base July 1914=100,Base = 100,420.7
CPM02,Consumer Price Index,195603,1956 March,2,Base August 1947=100,Base = 100,131.9
CPM02,Consumer Price Index,195603,1956 March,3,Base August 1953=100,Base = 100,105.5
CPM02,Consumer Price Index,195603,1956 March,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195603,1956 March,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,1,Base July 1914=100,Base = 100,428.7
CPM02,Consumer Price Index,195604,1956 April,2,Base August 1947=100,Base = 100,134.4
CPM02,Consumer Price Index,195604,1956 April,3,Base August 1953=100,Base = 100,107.5
CPM02,Consumer Price Index,195604,1956 April,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195604,1956 April,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,1,Base July 1914=100,Base = 100,428.7
CPM02,Consumer Price Index,195605,1956 May,2,Base August 1947=100,Base = 100,134.4
CPM02,Consumer Price Index,195605,1956 May,3,Base August 1953=100,Base = 100,107.5
CPM02,Consumer Price Index,195605,1956 May,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195605,1956 May,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,1,Base July 1914=100,Base = 100,428.7
CPM02,Consumer Price Index,195606,1956 June,2,Base August 1947=100,Base = 100,134.4
CPM02,Consumer Price Index,195606,1956 June,3,Base August 1953=100,Base = 100,107.5
CPM02,Consumer Price Index,195606,1956 June,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195606,1956 June,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,1,Base July 1914=100,Base = 100,429.9
CPM02,Consumer Price Index,195607,1956 July,2,Base August 1947=100,Base = 100,134.8
CPM02,Consumer Price Index,195607,1956 July,3,Base August 1953=100,Base = 100,107.8
CPM02,Consumer Price Index,195607,1956 July,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195607,1956 July,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,1,Base July 1914=100,Base = 100,429.9
CPM02,Consumer Price Index,195608,1956 August,2,Base August 1947=100,Base = 100,134.8
CPM02,Consumer Price Index,195608,1956 August,3,Base August 1953=100,Base = 100,107.8
CPM02,Consumer Price Index,195608,1956 August,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195608,1956 August,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,1,Base July 1914=100,Base = 100,429.9
CPM02,Consumer Price Index,195609,1956 September,2,Base August 1947=100,Base = 100,134.8
CPM02,Consumer Price Index,195609,1956 September,3,Base August 1953=100,Base = 100,107.8
CPM02,Consumer Price Index,195609,1956 September,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,12,Base December 2016=100,Base = 100,
CPM02,Consumer Price Index,195609,1956 September,13,Base December 2023=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,1,Base July 1914=100,Base = 100,428.7
CPM02,Consumer Price Index,195610,1956 October,2,Base August 1947=100,Base = 100,134.4
CPM02,Consumer Price Index,195610,1956 October,3,Base August 1953=100,Base = 100,107.5
CPM02,Consumer Price Index,195610,1956 October,4,Base November 1968=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,5,Base November 1975=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,6,Base November 1982=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,7,Base November 1989=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,8,Base November 1996=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,9,Base December 2001=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,10,Base December 2006=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,11,Base December 2011=100,Base = 100,
CPM02,Consumer Price Index,195610,1956 October,12,Base December 2016=100,Base = 100,
