"STATISTIC","Statistic Label","TLIST(A1)","Year","C01779V03424","Commodity Group","UNIT","VALUE"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","06","Health","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","07","Transport","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","08","Communications","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","09","Recreation and culture","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","10","Education","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","11","Restaurants and hotels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1992","1992","12","Miscellaneous goods and services","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","-","All items","Base Dec 2023=100","52.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","01","Food and non-alcoholic beverages","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","02","Alcoholic beverages and tobacco","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","03","Clothing and footwear","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","06","Health","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","07","Transport","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","08","Communications","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","09","Recreation and culture","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","10","Education","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","11","Restaurants and hotels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1993","1993","12","Miscellaneous goods and services","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","-","All items","Base Dec 2023=100","53.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","01","Food and non-alcoholic beverages","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","02","Alcoholic beverages and tobacco","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","03","Clothing and footwear","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","06","Health","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","07","Transport","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","08","Communications","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","09","Recreation and culture","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","10","Education","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","11","Restaurants and hotels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1994","1994","12","Miscellaneous goods and services","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","-","All items","Base Dec 2023=100","54.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","01","Food and non-alcoholic beverages","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","02","Alcoholic beverages and tobacco","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","03","Clothing and footwear","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","06","Health","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","07","Transport","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","08","Communications","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","09","Recreation and culture","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","10","Education","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","11","Restaurants and hotels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1995","1995","12","Miscellaneous goods and services","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","-","All items","Base Dec 2023=100","55.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","01","Food and non-alcoholic beverages","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","02","Alcoholic beverages and tobacco","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","03","Clothing and footwear","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","06","Health","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","07","Transport","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","08","Communications","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","09","Recreation and culture","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","10","Education","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","11","Restaurants and hotels","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1996","1996","12","Miscellaneous goods and services","Base Dec 2023=100",""
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","-","All items","Base Dec 2023=100","56.4"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","01","Food and non-alcoholic beverages","Base Dec 2023=100","73.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","02","Alcoholic beverages and tobacco","Base Dec 2023=100","39.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","03","Clothing and footwear","Base Dec 2023=100","240.9"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","34.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","130"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","06","Health","Base Dec 2023=100","41.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","07","Transport","Base Dec 2023=100","60.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","08","Communications","Base Dec 2023=100","136.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","09","Recreation and culture","Base Dec 2023=100","69.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","10","Education","Base Dec 2023=100","29.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","11","Restaurants and hotels","Base Dec 2023=100","44.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1997","1997","12","Miscellaneous goods and services","Base Dec 2023=100","47.2"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","-","All items","Base Dec 2023=100","57.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","01","Food and non-alcoholic beverages","Base Dec 2023=100","76.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","02","Alcoholic beverages and tobacco","Base Dec 2023=100","41.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","03","Clothing and footwear","Base Dec 2023=100","228"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","34.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","134.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","06","Health","Base Dec 2023=100","43.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","07","Transport","Base Dec 2023=100","60.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","08","Communications","Base Dec 2023=100","128.4"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","09","Recreation and culture","Base Dec 2023=100","71.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","10","Education","Base Dec 2023=100","32.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","11","Restaurants and hotels","Base Dec 2023=100","46.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1998","1998","12","Miscellaneous goods and services","Base Dec 2023=100","49.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","-","All items","Base Dec 2023=100","58.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","01","Food and non-alcoholic beverages","Base Dec 2023=100","79"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","02","Alcoholic beverages and tobacco","Base Dec 2023=100","42.9"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","03","Clothing and footwear","Base Dec 2023=100","213.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","32"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","137.9"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","06","Health","Base Dec 2023=100","46"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","07","Transport","Base Dec 2023=100","62.2"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","08","Communications","Base Dec 2023=100","119"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","09","Recreation and culture","Base Dec 2023=100","73.4"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","10","Education","Base Dec 2023=100","35.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","11","Restaurants and hotels","Base Dec 2023=100","48"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","1999","1999","12","Miscellaneous goods and services","Base Dec 2023=100","52.4"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","-","All items","Base Dec 2023=100","62"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","01","Food and non-alcoholic beverages","Base Dec 2023=100","81.5"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","02","Alcoholic beverages and tobacco","Base Dec 2023=100","47.9"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","03","Clothing and footwear","Base Dec 2023=100","203.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","35.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","144"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","06","Health","Base Dec 2023=100","49.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","07","Transport","Base Dec 2023=100","67.2"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","08","Communications","Base Dec 2023=100","115.4"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","09","Recreation and culture","Base Dec 2023=100","76"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","10","Education","Base Dec 2023=100","39"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","11","Restaurants and hotels","Base Dec 2023=100","50.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2000","2000","12","Miscellaneous goods and services","Base Dec 2023=100","56.3"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","-","All items","Base Dec 2023=100","65"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","01","Food and non-alcoholic beverages","Base Dec 2023=100","86.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","02","Alcoholic beverages and tobacco","Base Dec 2023=100","49.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","03","Clothing and footwear","Base Dec 2023=100","197.5"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","38.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","149"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","06","Health","Base Dec 2023=100","53"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","07","Transport","Base Dec 2023=100","66.2"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","08","Communications","Base Dec 2023=100","105.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","09","Recreation and culture","Base Dec 2023=100","79.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","10","Education","Base Dec 2023=100","41.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","11","Restaurants and hotels","Base Dec 2023=100","53.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2001","2001","12","Miscellaneous goods and services","Base Dec 2023=100","61.6"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","-","All items","Base Dec 2023=100","68"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","01","Food and non-alcoholic beverages","Base Dec 2023=100","89.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","02","Alcoholic beverages and tobacco","Base Dec 2023=100","51.8"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","03","Clothing and footwear","Base Dec 2023=100","189.1"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","04","Housing, water, electricity, gas and other fuels","Base Dec 2023=100","39.2"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","05","Furnishings, household equipment and routine household maintenance","Base Dec 2023=100","151.7"
"CPA01C06","Consumer Price Index (Base Dec 2023=100)","2002","2002","06","Health","Base Dec 2023=100","58.3"
